Mês/Ano,Região Origem,Estado Origem,Região Destino,Estado Destino,Vendas de Biodiesel
07/2021,SUDESTE,São Paulo,NORDESTE,Pernambuco,369
07/2021,SUDESTE,São Paulo,SUDESTE,Espírito Santo,117
07/2021,SUDESTE,São Paulo,SUDESTE,Minas Gerais,3680
07/2021,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,42
07/2021,SUDESTE,São Paulo,SUDESTE,São Paulo,8114
07/2021,SUL,Paraná,SUDESTE,Espírito Santo,4316
07/2021,SUL,Paraná,SUDESTE,Minas Gerais,2865
07/2021,SUL,Paraná,SUDESTE,Rio de Janeiro,11374
07/2021,SUL,Paraná,SUDESTE,São Paulo,63225
07/2021,SUL,Paraná,SUL,Paraná,19813
07/2021,SUL,Paraná,SUL,Santa Catarina,1921
07/2021,SUL,Rio Grande do Sul,SUDESTE,Espírito Santo,1897
07/2021,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,301
07/2021,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,1761
07/2021,SUL,Rio Grande do Sul,SUDESTE,São Paulo,34736
07/2021,SUL,Rio Grande do Sul,SUL,Paraná,42241
07/2021,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,39290
07/2021,SUL,Rio Grande do Sul,SUL,Santa Catarina,19238
07/2021,SUL,Santa Catarina,SUDESTE,Rio de Janeiro,287
07/2021,SUL,Santa Catarina,SUDESTE,São Paulo,1499
07/2021,SUL,Santa Catarina,SUL,Paraná,1079
07/2021,SUL,Santa Catarina,SUL,Santa Catarina,1161
06/2021,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,1191
06/2021,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,21720
06/2021,CENTRO OESTE,Goiás,NORDESTE,Alagoas,79
06/2021,CENTRO OESTE,Goiás,NORDESTE,Bahia,15261
06/2021,CENTRO OESTE,Goiás,NORDESTE,Ceará,3923
06/2021,CENTRO OESTE,Goiás,NORDESTE,Maranhão,5143
06/2021,CENTRO OESTE,Goiás,NORDESTE,Paraíba,530
06/2021,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,3669
06/2021,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1219
06/2021,CENTRO OESTE,Goiás,NORTE,Pará,2634
06/2021,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,56
06/2021,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,17842
06/2021,CENTRO OESTE,Goiás,SUDESTE,São Paulo,398
06/2021,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,43671
06/2021,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,11127
06/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,55
06/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Ceará,220
06/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,3429
06/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Paraíba,44
06/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Pernambuco,993
06/2021,CENTRO OESTE,Mato Grosso,NORTE,Pará,31563
06/2021,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,12634
06/2021,CENTRO OESTE,Mato Grosso,SUDESTE,Rio de Janeiro,840
06/2021,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,3631
06/2021,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,560
06/2021,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,1033
06/2021,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,3515
06/2021,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,11524
06/2021,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,145
06/2021,NORDESTE,Bahia,NORDESTE,Alagoas,1342
06/2021,NORDESTE,Bahia,NORDESTE,Bahia,10369
06/2021,NORDESTE,Bahia,NORDESTE,Ceará,695
06/2021,NORDESTE,Bahia,NORDESTE,Maranhão,57
06/2021,NORDESTE,Bahia,NORDESTE,Paraíba,1093
06/2021,NORDESTE,Bahia,NORDESTE,Pernambuco,6381
06/2021,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,1963
06/2021,NORDESTE,Piauí,NORDESTE,Ceará,2351
06/2021,NORDESTE,Piauí,NORDESTE,Pernambuco,1121
06/2021,NORDESTE,Piauí,NORDESTE,Rio Grande do Norte,2040
06/2021,NORDESTE,Piauí,NORTE,Pará,57
06/2021,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,4436
06/2021,NORTE,Tocantins,NORDESTE,Bahia,445
06/2021,NORTE,Tocantins,NORDESTE,Ceará,114
06/2021,NORTE,Tocantins,NORDESTE,Maranhão,1444
06/2021,NORTE,Tocantins,NORDESTE,Pernambuco,971
06/2021,NORTE,Tocantins,NORTE,Pará,4680
06/2021,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,8352
06/2021,SUDESTE,Rio de Janeiro,CENTRO OESTE,Goiás,408
06/2021,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,298
06/2021,SUDESTE,Rio de Janeiro,NORDESTE,Paraíba,19
06/2021,SUDESTE,Rio de Janeiro,NORDESTE,Pernambuco,240
06/2021,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,3906
06/2021,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,4644
06/2021,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,1647
06/2021,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,1192
06/2021,SUDESTE,São Paulo,CENTRO OESTE,Goiás,237
06/2021,SUDESTE,São Paulo,NORDESTE,Bahia,155
06/2021,SUDESTE,São Paulo,NORDESTE,Pernambuco,82
06/2021,SUDESTE,São Paulo,SUDESTE,Espírito Santo,2956
06/2021,SUDESTE,São Paulo,SUDESTE,Minas Gerais,3815
06/2021,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,2528
06/2021,SUDESTE,São Paulo,SUDESTE,São Paulo,7377
06/2021,SUL,Paraná,SUDESTE,Espírito Santo,897
06/2021,SUL,Paraná,SUDESTE,Minas Gerais,6400
06/2021,SUL,Paraná,SUDESTE,Rio de Janeiro,9740
06/2021,SUL,Paraná,SUDESTE,São Paulo,56555
06/2021,SUL,Paraná,SUL,Paraná,22430
06/2021,SUL,Paraná,SUL,Rio Grande do Sul,41
06/2021,SUL,Paraná,SUL,Santa Catarina,3287
06/2021,SUL,Rio Grande do Sul,CENTRO OESTE,Goiás,95
06/2021,SUL,Rio Grande do Sul,SUDESTE,Espírito Santo,802
06/2021,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,1299
06/2021,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,1444
06/2021,SUL,Rio Grande do Sul,SUDESTE,São Paulo,35966
06/2021,SUL,Rio Grande do Sul,SUL,Paraná,57
06/2021,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,75032
06/2021,SUL,Rio Grande do Sul,SUL,Santa Catarina,11014
06/2021,SUL,Santa Catarina,SUDESTE,Minas Gerais,287
06/2021,SUL,Santa Catarina,SUDESTE,Rio de Janeiro,256
06/2021,SUL,Santa Catarina,SUDESTE,São Paulo,2840
06/2021,SUL,Santa Catarina,SUL,Paraná,2436
06/2021,SUL,Santa Catarina,SUL,Rio Grande do Sul,913
06/2021,SUL,Santa Catarina,SUL,Santa Catarina,3846
05/2021,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,1954
05/2021,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,21834
05/2021,CENTRO OESTE,Goiás,NORDESTE,Bahia,14298
05/2021,CENTRO OESTE,Goiás,NORDESTE,Ceará,3003
05/2021,CENTRO OESTE,Goiás,NORDESTE,Maranhão,5086
05/2021,CENTRO OESTE,Goiás,NORDESTE,Paraíba,359
05/2021,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,1482
05/2021,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,855
05/2021,CENTRO OESTE,Goiás,NORTE,Pará,3432
05/2021,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,114
05/2021,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,18021
05/2021,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,39498
05/2021,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,9523
05/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,1748
05/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Ceará,277
05/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,3973
05/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Pernambuco,492
05/2021,CENTRO OESTE,Mato Grosso,NORTE,Pará,33013
05/2021,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,12705
05/2021,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,3726
05/2021,CENTRO OESTE,Mato Grosso,SUL,Paraná,61
05/2021,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,1029
05/2021,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,14052
05/2021,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,359
05/2021,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,41
05/2021,NORDESTE,Bahia,CENTRO OESTE,Distrito Federal,222
05/2021,NORDESTE,Bahia,NORDESTE,Alagoas,1088
05/2021,NORDESTE,Bahia,NORDESTE,Bahia,9227
05/2021,NORDESTE,Bahia,NORDESTE,Ceará,723
05/2021,NORDESTE,Bahia,NORDESTE,Maranhão,242
05/2021,NORDESTE,Bahia,NORDESTE,Paraíba,1000
05/2021,NORDESTE,Bahia,NORDESTE,Pernambuco,6251
05/2021,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,801
05/2021,NORDESTE,Piauí,NORDESTE,Ceará,2047
05/2021,NORDESTE,Piauí,NORDESTE,Maranhão,391
05/2021,NORDESTE,Piauí,NORDESTE,Pernambuco,1677
05/2021,NORDESTE,Piauí,NORDESTE,Rio Grande do Norte,1227
05/2021,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,3930
05/2021,NORTE,Tocantins,NORDESTE,Maranhão,3161
05/2021,NORTE,Tocantins,NORDESTE,Pernambuco,1027
05/2021,NORTE,Tocantins,NORTE,Pará,4587
05/2021,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,8577
05/2021,SUDESTE,Rio de Janeiro,CENTRO OESTE,Goiás,85
05/2021,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,218
05/2021,SUDESTE,Rio de Janeiro,NORDESTE,Pernambuco,84
05/2021,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,3039
05/2021,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,4059
05/2021,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,1235
05/2021,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,1056
05/2021,SUDESTE,São Paulo,CENTRO OESTE,Goiás,350
05/2021,SUDESTE,São Paulo,NORDESTE,Bahia,332
05/2021,SUDESTE,São Paulo,NORDESTE,Pernambuco,165
05/2021,SUDESTE,São Paulo,SUDESTE,Espírito Santo,2986
05/2021,SUDESTE,São Paulo,SUDESTE,Minas Gerais,3609
05/2021,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,1876
05/2021,SUDESTE,São Paulo,SUDESTE,São Paulo,7234
05/2021,SUL,Paraná,SUDESTE,Espírito Santo,1744
05/2021,SUL,Paraná,SUDESTE,Minas Gerais,6450
05/2021,SUL,Paraná,SUDESTE,Rio de Janeiro,9949
05/2021,SUL,Paraná,SUDESTE,São Paulo,57013
05/2021,SUL,Paraná,SUL,Paraná,20503
05/2021,SUL,Paraná,SUL,Santa Catarina,3124
05/2021,SUL,Rio Grande do Sul,SUDESTE,Espírito Santo,857
05/2021,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,652
05/2021,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,1678
05/2021,SUL,Rio Grande do Sul,SUDESTE,São Paulo,40893
05/2021,SUL,Rio Grande do Sul,SUL,Paraná,86
05/2021,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,76287
05/2021,SUL,Rio Grande do Sul,SUL,Santa Catarina,12361
05/2021,SUL,Santa Catarina,SUDESTE,Minas Gerais,228
05/2021,SUL,Santa Catarina,SUDESTE,São Paulo,1529
05/2021,SUL,Santa Catarina,SUL,Paraná,3560
05/2021,SUL,Santa Catarina,SUL,Rio Grande do Sul,622
05/2021,SUL,Santa Catarina,SUL,Santa Catarina,4066
04/2021,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,2477
04/2021,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,21978
04/2021,CENTRO OESTE,Goiás,NORDESTE,Bahia,12813
04/2021,CENTRO OESTE,Goiás,NORDESTE,Ceará,2831
04/2021,CENTRO OESTE,Goiás,NORDESTE,Maranhão,7307
04/2021,CENTRO OESTE,Goiás,NORDESTE,Paraíba,43
04/2021,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,1123
04/2021,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1050
04/2021,CENTRO OESTE,Goiás,NORTE,Pará,3593
04/2021,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,172
04/2021,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,23131
04/2021,CENTRO OESTE,Goiás,SUDESTE,Rio de Janeiro,386
04/2021,CENTRO OESTE,Goiás,SUDESTE,São Paulo,3556
04/2021,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,34004
04/2021,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,12562
04/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,1954
04/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Ceará,1432
04/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,4297
04/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Pernambuco,269
04/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Rio Grande do Norte,57
04/2021,CENTRO OESTE,Mato Grosso,NORTE,Pará,39376
04/2021,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,12244
04/2021,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,18394
04/2021,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,4914
04/2021,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,784
04/2021,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,7825
04/2021,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,10957
04/2021,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,2402
04/2021,NORDESTE,Bahia,CENTRO OESTE,Distrito Federal,421
04/2021,NORDESTE,Bahia,NORDESTE,Alagoas,1509
04/2021,NORDESTE,Bahia,NORDESTE,Bahia,25855
04/2021,NORDESTE,Bahia,NORDESTE,Ceará,1284
04/2021,NORDESTE,Bahia,NORDESTE,Maranhão,1093
04/2021,NORDESTE,Bahia,NORDESTE,Paraíba,2067
04/2021,NORDESTE,Bahia,NORDESTE,Pernambuco,9250
04/2021,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,3076
04/2021,NORDESTE,Bahia,SUDESTE,Espírito Santo,443
04/2021,NORDESTE,Bahia,SUDESTE,Minas Gerais,409
04/2021,NORDESTE,Piauí,NORDESTE,Ceará,482
04/2021,NORDESTE,Piauí,NORDESTE,Maranhão,1275
04/2021,NORDESTE,Piauí,NORDESTE,Pernambuco,2690
04/2021,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,5713
04/2021,NORTE,Tocantins,CENTRO OESTE,Goiás,100
04/2021,NORTE,Tocantins,NORDESTE,Bahia,618
04/2021,NORTE,Tocantins,NORDESTE,Ceará,656
04/2021,NORTE,Tocantins,NORDESTE,Maranhão,7338
04/2021,NORTE,Tocantins,NORDESTE,Pernambuco,550
04/2021,NORTE,Tocantins,NORTE,Pará,6018
04/2021,NORTE,Tocantins,SUDESTE,Minas Gerais,342
04/2021,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,11649
04/2021,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,2179
04/2021,SUDESTE,Rio de Janeiro,NORDESTE,Maranhão,161
04/2021,SUDESTE,Rio de Janeiro,NORDESTE,Pernambuco,785
04/2021,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,2184
04/2021,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,4354
04/2021,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,1109
04/2021,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,1166
04/2021,SUDESTE,São Paulo,CENTRO OESTE,Goiás,330
04/2021,SUDESTE,São Paulo,NORDESTE,Bahia,42
04/2021,SUDESTE,São Paulo,NORDESTE,Maranhão,57
04/2021,SUDESTE,São Paulo,NORDESTE,Paraíba,169
04/2021,SUDESTE,São Paulo,NORDESTE,Pernambuco,820
04/2021,SUDESTE,São Paulo,NORDESTE,Rio Grande do Norte,157
04/2021,SUDESTE,São Paulo,SUDESTE,Espírito Santo,272
04/2021,SUDESTE,São Paulo,SUDESTE,Minas Gerais,4563
04/2021,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,328
04/2021,SUDESTE,São Paulo,SUDESTE,São Paulo,11105
04/2021,SUL,Paraná,SUDESTE,Espírito Santo,7427
04/2021,SUL,Paraná,SUDESTE,Minas Gerais,5709
04/2021,SUL,Paraná,SUDESTE,Rio de Janeiro,13437
04/2021,SUL,Paraná,SUDESTE,São Paulo,41989
04/2021,SUL,Paraná,SUL,Paraná,31094
04/2021,SUL,Paraná,SUL,Rio Grande do Sul,169
04/2021,SUL,Paraná,SUL,Santa Catarina,1510
04/2021,SUL,Rio Grande do Sul,CENTRO OESTE,Goiás,80
04/2021,SUL,Rio Grande do Sul,NORDESTE,Bahia,128
04/2021,SUL,Rio Grande do Sul,SUDESTE,Espírito Santo,427
04/2021,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,719
04/2021,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,3790
04/2021,SUL,Rio Grande do Sul,SUDESTE,São Paulo,58905
04/2021,SUL,Rio Grande do Sul,SUL,Paraná,40
04/2021,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,106446
04/2021,SUL,Rio Grande do Sul,SUL,Santa Catarina,19674
04/2021,SUL,Santa Catarina,SUDESTE,Minas Gerais,325
04/2021,SUL,Santa Catarina,SUDESTE,São Paulo,2692
04/2021,SUL,Santa Catarina,SUL,Paraná,6049
04/2021,SUL,Santa Catarina,SUL,Rio Grande do Sul,270
04/2021,SUL,Santa Catarina,SUL,Santa Catarina,2885
03/2021,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,2224
03/2021,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,20823
03/2021,CENTRO OESTE,Goiás,NORDESTE,Bahia,10806
03/2021,CENTRO OESTE,Goiás,NORDESTE,Ceará,4493
03/2021,CENTRO OESTE,Goiás,NORDESTE,Maranhão,3931
03/2021,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,1529
03/2021,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1255
03/2021,CENTRO OESTE,Goiás,NORTE,Pará,2191
03/2021,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,174
03/2021,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,20742
03/2021,CENTRO OESTE,Goiás,SUDESTE,São Paulo,4398
03/2021,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,50048
03/2021,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,14305
03/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,1430
03/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Ceará,1596
03/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,3619
03/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Pernambuco,481
03/2021,CENTRO OESTE,Mato Grosso,NORTE,Pará,43346
03/2021,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,9995
03/2021,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,7675
03/2021,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,6581
03/2021,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,1230
03/2021,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,8496
03/2021,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,156
03/2021,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,10622
03/2021,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,1517
03/2021,NORDESTE,Bahia,CENTRO OESTE,Distrito Federal,937
03/2021,NORDESTE,Bahia,NORDESTE,Alagoas,2378
03/2021,NORDESTE,Bahia,NORDESTE,Bahia,21047
03/2021,NORDESTE,Bahia,NORDESTE,Ceará,1383
03/2021,NORDESTE,Bahia,NORDESTE,Maranhão,848
03/2021,NORDESTE,Bahia,NORDESTE,Paraíba,2452
03/2021,NORDESTE,Bahia,NORDESTE,Pernambuco,12987
03/2021,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,3520
03/2021,NORDESTE,Piauí,NORDESTE,Ceará,692
03/2021,NORDESTE,Piauí,NORDESTE,Maranhão,1213
03/2021,NORDESTE,Piauí,NORDESTE,Pernambuco,3071
03/2021,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,2924
03/2021,NORTE,Tocantins,NORDESTE,Bahia,57
03/2021,NORTE,Tocantins,NORDESTE,Maranhão,4570
03/2021,NORTE,Tocantins,NORDESTE,Pernambuco,699
03/2021,NORTE,Tocantins,NORTE,Pará,4925
03/2021,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,13615
03/2021,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,2167
03/2021,SUDESTE,Rio de Janeiro,NORDESTE,Pernambuco,631
03/2021,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,3197
03/2021,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,4094
03/2021,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,1310
03/2021,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,1079
03/2021,SUDESTE,São Paulo,CENTRO OESTE,Goiás,275
03/2021,SUDESTE,São Paulo,NORDESTE,Bahia,42
03/2021,SUDESTE,São Paulo,NORDESTE,Paraíba,170
03/2021,SUDESTE,São Paulo,NORDESTE,Pernambuco,562
03/2021,SUDESTE,São Paulo,NORDESTE,Rio Grande do Norte,101
03/2021,SUDESTE,São Paulo,SUDESTE,Espírito Santo,153
03/2021,SUDESTE,São Paulo,SUDESTE,Minas Gerais,4622
03/2021,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,281
03/2021,SUDESTE,São Paulo,SUDESTE,São Paulo,11820
03/2021,SUL,Paraná,SUDESTE,Espírito Santo,7137
03/2021,SUL,Paraná,SUDESTE,Minas Gerais,9950
03/2021,SUL,Paraná,SUDESTE,Rio de Janeiro,12393
03/2021,SUL,Paraná,SUDESTE,São Paulo,42032
03/2021,SUL,Paraná,SUL,Paraná,31469
03/2021,SUL,Paraná,SUL,Santa Catarina,1275
03/2021,SUL,Rio Grande do Sul,SUDESTE,Espírito Santo,911
03/2021,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,84
03/2021,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,3582
03/2021,SUL,Rio Grande do Sul,SUDESTE,São Paulo,57403
03/2021,SUL,Rio Grande do Sul,SUL,Paraná,42
03/2021,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,108768
03/2021,SUL,Rio Grande do Sul,SUL,Santa Catarina,18933
03/2021,SUL,Santa Catarina,SUDESTE,Minas Gerais,668
03/2021,SUL,Santa Catarina,SUDESTE,Rio de Janeiro,282
03/2021,SUL,Santa Catarina,SUDESTE,São Paulo,914
03/2021,SUL,Santa Catarina,SUL,Paraná,7211
03/2021,SUL,Santa Catarina,SUL,Rio Grande do Sul,41
03/2021,SUL,Santa Catarina,SUL,Santa Catarina,3448
02/2021,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,470
02/2021,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,22155
02/2021,CENTRO OESTE,Goiás,NORDESTE,Bahia,12316
02/2021,CENTRO OESTE,Goiás,NORDESTE,Ceará,4663
02/2021,CENTRO OESTE,Goiás,NORDESTE,Maranhão,7509
02/2021,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,2589
02/2021,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1101
02/2021,CENTRO OESTE,Goiás,NORTE,Pará,2947
02/2021,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,457
02/2021,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,10743
02/2021,CENTRO OESTE,Goiás,SUDESTE,São Paulo,1568
02/2021,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,42455
02/2021,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,13241
02/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,3417
02/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Ceará,1770
02/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,6500
02/2021,CENTRO OESTE,Mato Grosso,NORDESTE,Pernambuco,978
02/2021,CENTRO OESTE,Mato Grosso,NORTE,Pará,46185
02/2021,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,3358
02/2021,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,3806
02/2021,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,6745
02/2021,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,2198
02/2021,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,13308
02/2021,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,1079
02/2021,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,4016
02/2021,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,2016
02/2021,NORDESTE,Bahia,NORDESTE,Alagoas,1837
02/2021,NORDESTE,Bahia,NORDESTE,Bahia,14372
02/2021,NORDESTE,Bahia,NORDESTE,Ceará,216
02/2021,NORDESTE,Bahia,NORDESTE,Maranhão,272
02/2021,NORDESTE,Bahia,NORDESTE,Paraíba,2504
02/2021,NORDESTE,Bahia,NORDESTE,Pernambuco,12511
02/2021,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,3775
02/2021,NORDESTE,Piauí,NORDESTE,Ceará,924
02/2021,NORDESTE,Piauí,NORDESTE,Maranhão,325
02/2021,NORDESTE,Piauí,NORDESTE,Pernambuco,1518
02/2021,NORTE,Rondônia,NORTE,Rondônia,148
02/2021,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,277
02/2021,NORTE,Tocantins,NORDESTE,Maranhão,4235
02/2021,NORTE,Tocantins,NORTE,Pará,822
02/2021,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,13753
02/2021,SUDESTE,Rio de Janeiro,CENTRO OESTE,Goiás,200
02/2021,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,2200
02/2021,SUDESTE,Rio de Janeiro,NORDESTE,Ceará,309
